# source; base term; pitch accent
nhk;三重奏;さꜛんじゅꜜうそう
nhk;30日;さꜛんじゅꜜうにち
nhk;三十日;さꜛんじゅꜜうにち
nhk;30日;ꜛさꜜんじゅうにち
nhk;三十日;ꜛさꜜんじゅうにち
nhk;30秒;さꜛんじゅꜜうびょう
nhk;三十秒;さꜛんじゅꜜうびょう
nhk;30秒;ꜛさꜜんじゅうびょう
nhk;三十秒;ꜛさꜜんじゅうびょう
nhk;30枚;さꜛんじゅꜜうまい
nhk;三十枚;さꜛんじゅꜜうまい
nhk;30枚;ꜛさꜜんじゅうまい
nhk;三十枚;ꜛさꜜんじゅうまい
nhk;三十六計;ꜛさꜜんじゅうろっけい
nhk;算出;さꜛんし*ゅつ
nhk;産出;さꜛんし*ゅつ
nhk;算術;さꜛんじゅつ
nhk;算術級数;さꜛんじゅつ*きゅꜜうすう
nhk;算術級数;さꜛんじゅつ*きゅうすꜜう
nhk;産出高;さꜛんし*ゅつꜜだか
nhk;産出量;さꜛんし*ゅつꜜりょう
nhk;三種の神器;さꜛんしゅのじꜜんぎ~
nhk;賛助;ꜛさꜜんじょ
nhk;産所;さꜛんじょ
nhk;産所;さꜛんじょꜜ
nhk;残暑;ꜛざꜜんしょ
nhk;賛助員;さꜛんじょꜜいん
nhk;参照;さꜛんしょう
nhk;三唱;さꜛんしょう
nhk;山椒;さꜛんしょう
nhk;山椒;さꜛんしょ
nhk;3畳;さꜛんじょꜜう
nhk;三畳;さꜛんじょꜜう
nhk;3畳;ꜛさꜜんじょう
nhk;三畳;ꜛさꜜんじょう
nhk;惨状;さꜛんじょう
nhk;山上;さꜛんじょう
nhk;参上;さꜛんじょう
nhk;残照;ざꜛんしょう
nhk;山椒うお;さꜛんしょꜜううお
nhk;3色;ꜛさꜜんしょく
nhk;三色;ꜛさꜜんしょく
nhk;3食;ꜛさꜜんしょく
nhk;三食;ꜛさꜜんしょく
nhk;蚕食;さꜛんしょく
nhk;産じょく;さꜛんじょく
nhk;産褥;さꜛんじょく
nhk;三色菫;さꜛんしょく*すꜜみれ
nhk;産じょく熱;さꜛんじょくꜜねつ
nhk;産褥熱;さꜛんじょくꜜねつ
nhk;3色版;さꜛんしょくばん
nhk;三色版;さꜛんしょくばん
nhk;散じる;さꜛんじる
nhk;散じる;さꜛんじꜜる
nhk;参進;さꜛんしん
nhk;三振;さꜛんしん
nhk;三しん;さꜛんしん
nhk;三線;さꜛんしん
nhk;ざん新;ざꜛんしん
nhk;斬新;ざꜛんしん
nhk;3親等;さꜛんしꜜんとう
nhk;三親等;さꜛんしꜜんとう
nhk;山水;ꜛさꜜんすい
nhk;散水;さꜛんすい
nhk;さんずい;さꜛんずい
nhk;さんずいへん;さꜛんずいへん
nhk;山水画;さꜛんすいが~
nhk;散水車;さꜛんすꜜいしゃ
nhk;算数;さꜛんすꜜう
nhk;三すくみ;さꜛんす*ꜜくみ
nhk;三竦み;さꜛんす*ꜜくみ
nhk;三すくみ;さꜛんす*くみ
nhk;三竦み;さꜛんす*くみ
nhk;サンスクリット;さꜛんす*くりꜜっと
nhk;さんづけ;さꜛんずけ
nhk;さんづけ;さꜛんづけ
nhk;三途の川;さꜛんずのかわꜜ
nhk;三途の川;ꜛさꜜんずのかわ
nhk;産する;さꜛんすꜜる
nhk;散ずる;さꜛんずる
nhk;参ずる;さꜛんずる
nhk;散ずる;さꜛんずꜜる
nhk;参ずる;さꜛんずꜜる
nhk;三世;ꜛさꜜんぜ
nhk;三世;さꜛんぜ
nhk;酸性;さꜛんせい
nhk;賛成;さꜛんせい
nhk;三省;さꜛんせい
nhk;酸性雨;さꜛんせꜜいう
nhk;酸性塩;さꜛんせꜜいえん
nhk;酸性岩;さꜛんせꜜいが~ん
nhk;参政権;さꜛんせꜜいけん
nhk;賛成者;さꜛんせꜜいしゃ
nhk;酸性泉;さꜛんせꜜいせん
nhk;酸性泉;さꜛんせいせん
nhk;賛成派;さꜛんせいは
nhk;酸性霧;さꜛんせꜜいむ
nhk;山積;さꜛんせき
nhk;三世相;さꜛんぜꜜそう
nhk;三世相;さꜛんぜそう
nhk;残雪;ざꜛんせつ
nhk;参戦;さꜛんせん
nhk;山川;さꜛんせん
nhk;産前;さꜛんぜん
nhk;さん然;さꜛんぜん
nhk;燦然;さꜛんぜん
nhk;参禅;さꜛんぜん
nhk;三千世界;さꜛんぜんせꜜかい
nhk;三千世界;さꜛんぜんせかꜜい
nhk;酸素;ꜛさꜜんそ
nhk;ざん訴;ꜛざꜜんそ
nhk;讒訴;ꜛざꜜんそ
nhk;山荘;さꜛんそう
nhk;山相;さꜛんそう
nhk;山草;さꜛんそう
nhk;山窓;さꜛんそう
nhk;山僧;さꜛんそう
nhk;残像;ざꜛんぞう
nhk;山賊;さꜛんぞく
nhk;酸素ボンベ;さꜛんそぼꜜんべ
nhk;酸素マスク;さꜛんそまꜜす*く
nhk;山村;さꜛんそん
nhk;残存;ざꜛんそん
nhk;残存;ざꜛんぞん
nhk;サンタ;ꜛさꜜんた
nhk;3代;ꜛさꜜんだい
nhk;三代;ꜛさꜜんだい
nhk;参内;さꜛんだい
nhk;三代相恩;ꜛさꜜんだいそうおん
nhk;三体唐詩;さꜛんたいとꜜうし
nhk;三題ばなし;さꜛんだいばꜜなし
nhk;三題噺;さꜛんだいばꜜなし
nhk;三代目;さꜛんだいめꜜ
nhk;三代目;さꜛんだいめ
nhk;残高;ꜛざꜜんだか
nhk;残高;ざꜛんだか
nhk;サンタクロース;さꜛんたくろꜜうす
nhk;三太夫;ꜛさꜜんだゆう
nhk;三太夫;さꜛんだꜜゆう
nhk;棧俵法師;さꜛんだらぼꜜっち
nhk;サンダル;さꜛんだる
nhk;サンダル;ꜛさꜜんだる
nhk;桟俵;さꜛんだꜜわら
nhk;賛嘆;さꜛんたん
nhk;惨憺;さꜛんたん
nhk;算段;ꜛさꜜんだん
nhk;算段;さꜛんだꜜん
nhk;散弾;さꜛんだん
nhk;3段構え;さꜛんだんが~ꜜまえ
nhk;三段構え;さꜛんだんが~ꜜまえ
nhk;散弾銃;さꜛんだꜜんじゅう
nhk;3段跳び;さꜛんだんとび
nhk;三段跳び;さꜛんだんとび
nhk;3段跳び;さꜛんだꜜんとび
nhk;三段跳び;さꜛんだꜜんとび
nhk;3段目;さꜛんだんめꜜ
nhk;三段目;さꜛんだんめꜜ
nhk;三段論法;さꜛんだんろꜜんぽう
nhk;産地;ꜛさꜜんち
nhk;山地;ꜛさꜜんち
nhk;産地価格;さꜛんち*かꜜかく
nhk;山中;ꜛさꜜんちゅう
nhk;山頂;さꜛんちょう
nhk;算定;さꜛんてい
nhk;暫定;ざꜛんてい
nhk;3DK;さꜛんでぃいけꜜえ
nhk;３ＤＫ;さꜛんでぃいけꜜえ
nhk;暫定的;ざꜛんていてき
nhk;サンデー;ꜛさꜜんでえ
nhk;残敵;ざꜛんてき
nhk;サンデッキ;さꜛんでꜜっき
nhk;参殿;さꜛんでん
nhk;残土;ꜛざꜜんど
nhk;サンドイッチ;さꜛんどいꜜっち
nhk;サンドイッチマン;さꜛんどいっちꜜまん
nhk;サンドイッチマン;さꜛんどいꜜっちまん
nhk;3等;さꜛんとꜜう
nhk;三等;さꜛんとꜜう
nhk;3等;さꜛんとう
nhk;三等;さꜛんとう
nhk;山道;さꜛんどう
nhk;参道;さꜛんどう
nhk;賛同;さꜛんどう
nhk;産道;さꜛんどう
nhk;残党;ざꜛんとう
nhk;山東京伝;さꜛんとうきょꜜうでん
nhk;3等親;さꜛんとꜜうしん
nhk;三等親;さꜛんとꜜうしん
nhk;山東菜;さꜛんとꜜうな
nhk;山東菜;さꜛんとうな
nhk;三度がさ;さꜛんどが~ꜜさ
nhk;三徳;さꜛんとく
nhk;三徳;ꜛさꜜんとく
nhk;サントニン;さꜛんとにん
nhk;サントニン;ꜛさꜜんとにん
nhk;サンドバッグ;さꜛんどばꜜっぐ
nhk;サンドペーパー;さꜛんどぺꜜえぱあ
nhk;山内;ꜛさꜜんない
nhk;三男;さꜛんなꜜん
nhk;算入;さꜛんにゅう
nhk;参入;さꜛんにゅう
nhk;残忍;ざꜛんにん
nhk;3人掛け;さꜛんにんが~け
nhk;三人掛け;さꜛんにんが~け
nhk;3人称;さꜛんにꜜんしょう
nhk;三人称;さꜛんにꜜんしょう
nhk;残念;ざꜛんねꜜん
nhk;残念がる;ざꜛんねんが~ꜜる
nhk;三年忌;さꜛんねꜜんき
nhk;残念賞;ざꜛんねꜜんしょう
nhk;山王;さꜛんのꜜう
nhk;三の切り;さꜛんのきりꜜ
nhk;三の切り;さꜛんのきり
nhk;サンバ;ꜛさꜜんば
nhk;産婆;さꜛんば
nhk;3杯;ꜛさꜜんばい
nhk;三杯;ꜛさꜜんばい
nhk;三杯;さꜛんばい
nhk;参拝;さꜛんぱい
nhk;三拝;さꜛんぱい
nhk;散灰;さꜛんぱい
nhk;惨敗;ざꜛんぱい
nhk;惨敗;さꜛんぱい
nhk;三拝九拝;ꜛさんぱꜜいきゅꜛうはい
nhk;参拝者;さꜛんぱꜜいしゃ
nhk;三杯酢;さꜛんばꜜいず
nhk;参拝人;さꜛんぱいにん
nhk;三羽がらす;さꜛんばが~ꜜらす
nhk;三白;ꜛさꜜんぱく
nhk;桟橋;さꜛんばし
nhk;三番叟;さꜛんばそう
nhk;散髪;さꜛんぱつ
nhk;散発;さꜛんぱつ
nhk;ざん髪;ざꜛんぱつ
nhk;斬髪;ざꜛんぱつ
nhk;散発的;さꜛんぱつ*てき
nhk;散髪屋;さꜛんぱつや
nhk;産婆役;さꜛんばꜜやく
nhk;産婆役;さꜛんばやく
nhk;さんばら髪;さꜛんばらが~み
nhk;さんばら髪;さꜛんばらꜜが~み
nhk;残飯;ざꜛんぱん
nhk;残飯;ざꜛんぱꜜん
nhk;三番出世;さꜛんばんし*ゅꜜっせ
nhk;賛美;ꜛさꜜんび
nhk;酸鼻;ꜛさꜜんび
nhk;賛否;ꜛさꜜんぴ
nhk;賛美歌;さꜛんびか
nhk;三筆;さꜛんぴ*つ
nhk;三筆;ꜛさꜜんぴ*つ
nhk;三百代言;さꜛんびゃくだꜜいげ~ん
nhk;散票;さꜛんぴょう
nhk;残票;ざꜛんぴょう
nhk;3拍子;さꜛんびょꜜうし
nhk;三拍子;さꜛんびょꜜうし
nhk;三ぴん;さꜛんぴꜜん
nhk;三一;さꜛんぴꜜん
nhk;産品;さꜛんぴん
nhk;残品;ざꜛんぴん
nhk;残品;ꜛざꜜんぴん
nhk;産婦;ꜛさꜜんぷ
nhk;散布;ꜛさꜜんぷ
nhk;産婦;さꜛんぷ
nhk;散布;さꜛんぷ
nhk;残部;ꜛざꜜんぶ
nhk;3部合唱;さꜛんぶがꜜっしょう
nhk;三部合唱;さꜛんぶがꜜっしょう
nhk;三部経;さꜛんぶꜜきょう
nhk;三部曲;さꜛんぶꜜきょく
nhk;山腹;さꜛんぷ*く
nhk;三幅対;さꜛんぷ*くꜜつい
nhk;三幅対;さꜛんぷ*ꜜくつい
nhk;3部形式;さꜛんぶけꜜいし*き
nhk;三部形式;さꜛんぶけꜜいし*き
nhk;3部作;さꜛんぶꜜさく
nhk;三部作;さꜛんぶꜜさく
nhk;産婦人科;さꜛんふじんか
nhk;産物;さꜛんぶつ
nhk;残物;ざꜛんぶつ
nhk;賛仏会;さꜛんぶつꜜえ
nhk;賛仏会;さꜛんぶꜜつえ
nhk;サンプリング;さꜛんぷりんぐ~
nhk;サンプル;ꜛさꜜんぷる
nhk;散文;さꜛんぶん
nhk;3分;さꜛんぶん
nhk;三分;さꜛんぶん
nhk;散文詩;さꜛんぶꜜんし
nhk;散文的;さꜛんぶんてき
nhk;散兵線;さꜛんぺꜜいせん
nhk;残片;ざꜛんぺん
nhk;散歩;さꜛんぽ
nhk;3方;さꜛんぼꜜう
nhk;三方;さꜛんぼꜜう
nhk;参謀;さꜛんぼう
nhk;三方;さꜛんぼう
nhk;三宝;さꜛんぼう
nhk;三宝絵詞;さꜛんぽうえこꜜとば
nhk;三宝柑;さꜛんぽうかん
nhk;参謀長;さꜛんぼꜜうちょう
nhk;三盆;さꜛんぼん
nhk;残本;ざꜛんぽん
nhk;三盆白;さꜛんぼんじろ
nhk;三盆白;さꜛんぼꜜんじろ
nhk;3本立て;さꜛんぼんだて
nhk;三本立て;さꜛんぼんだて
nhk;秋刀魚;さꜛんま
nhk;3枚;ꜛさꜜんまい
nhk;三枚;ꜛさꜜんまい
nhk;産米;さꜛんまい
nhk;散米;さꜛんまい
nhk;三枚;さꜛんまい
nhk;三昧;さꜛんまい
nhk;さんまい境;さꜛんまいきょう
nhk;三昧境;さꜛんまいきょう
nhk;三枚目;さꜛんまいめꜜ
nhk;さんま漁;さꜛんまꜜりょう
nhk;散漫;さꜛんまん
nhk;酸味;ꜛさꜜんみ
nhk;酸味;さꜛんみ
nhk;酸味;さꜛんみꜜ
nhk;三位一体;ꜛさꜜんみいったい
nhk;山脈;さꜛんみゃく
nhk;三民主義;さꜛんみんしゅꜜぎ~
nhk;残夢;ꜛざꜜんむ
nhk;残務;ꜛざꜜんむ
nhk;3面;さꜛんめん
nhk;三面;さꜛんめん
nhk;3面記事;さꜛんめんきꜜじ
nhk;三面記事;さꜛんめんきꜜじ
nhk;3面鏡;さꜛんめんきょう
nhk;三面鏡;さꜛんめんきょう
nhk;三面六ぴ;さꜛんめんろꜜっぴ
nhk;三面六臂;さꜛんめんろꜜっぴ
nhk;3毛作;さꜛんもꜜうさく
nhk;三毛作;さꜛんもꜜうさく
nhk;3文;ꜛさꜜんもん
nhk;三文;ꜛさꜜんもん
nhk;山門;さꜛんもん
nhk;三門;さꜛんもん
nhk;三文判;さꜛんもんばん
nhk;三文判;さꜛんもꜜんばん
nhk;山野;ꜛさꜜんや
nhk;三役;ꜛさꜜんやく
nhk;散薬;ꜛさꜜんやく
nhk;散薬;さꜛんやく
nhk;産油国;さꜛんゆꜜこく
nhk;参与;ꜛさꜜんよ
nhk;残余;ꜛざꜜんよ
nhk;山容;さꜛんよう
nhk;算用;さꜛんよう
nhk;算用数字;さꜛんようすꜜうじ
nhk;山陽道;さꜛんよꜜうどう
nhk;参与官;さꜛんよꜜかん
nhk;三四日;ꜛさꜜんよっか
nhk;産卵;さꜛんらん
nhk;蚕卵;さꜛんらん
nhk;散乱;さꜛんらん
nhk;燦爛;さꜛんらん
nhk;産卵池;さꜛんらꜜんいけ
nhk;産卵期;さꜛんらꜜんき
nhk;蚕卵紙;さꜛんらꜜんし
nhk;三里;ꜛさꜜんり
nhk;三流;さꜛんりゅう
nhk;残留;ざꜛんりゅう
nhk;山陵;さꜛんりょう
nhk;残量;ざꜛんりょꜜう
nhk;山林;さꜛんりん
nhk;三輪車;さꜛんりꜜんしゃ
nhk;三隣亡;さꜛんりꜜんぼう
nhk;酸類;ꜛさꜜんるい
nhk;3塁;ꜛさꜜんるい
nhk;三塁;ꜛさꜜんるい
nhk;3塁;さꜛんるい
nhk;三塁;さꜛんるい
nhk;残塁;ざꜛんるい
nhk;3塁手;さꜛんるꜜいしゅ
nhk;三塁手;さꜛんるꜜいしゅ
nhk;3塁打;さꜛんるꜜいだ
nhk;三塁打;さꜛんるꜜいだ
nhk;サンルーフ;さꜛんるꜜうふ
nhk;サンルーム;さꜛんるꜜうむ
nhk;山霊;さꜛんれい
nhk;山れい;さꜛんれい
nhk;山嶺;さꜛんれい
nhk;参列;さꜛんれつ
nhk;参列者;さꜛんれꜜつ*しゃ
nhk;参列者;さꜛんれつ*ꜜしゃ
nhk;参ろう;さꜛんろう
nhk;参篭;さꜛんろう
nhk;山ろく;さꜛんろく
nhk;山麓;さꜛんろく
nhk;四;ꜛしꜜ
nhk;士;ꜛしꜜ
nhk;市;ꜛしꜜ
nhk;氏;ꜛしꜜ
nhk;使;ꜛしꜜ
nhk;師;ꜛしꜜ
nhk;資;ꜛしꜜ
nhk;死;ꜛしꜜ
nhk;史;ꜛしꜜ
nhk;刺;ꜛしꜜ
nhk;詩;し
nhk;字;ꜛじꜜ
nhk;辞;ꜛじꜜ
nhk;地;ꜛじꜜ
nhk;地;じ
nhk;痔;じ
nhk;柱;じ
nhk;試合;しꜛあい
nhk;自愛;じꜛあい
nhk;慈愛;じꜛあい
nhk;自愛;ꜛじꜜあい
nhk;慈愛;ꜛじꜜあい
nhk;地合い;じꜛあい
nhk;試合運び;しꜛあいはꜜこび
nhk;し合う;しꜛあꜜう
nhk;仕上がり;しꜛあが~り
nhk;仕上がる;しꜛあが~ꜜる
nhk;仕上げ;しꜛあげ~
nhk;地上げ;じꜛあげ~
nhk;仕上げる;しꜛあげ~ꜜる
nhk;明明後日;しꜛあさꜜって
nhk;ジアスターゼ;じꜛあす*たꜜあぜ
nhk;シアター;ꜛしꜜあたあ
nhk;指圧;しꜛあつ
nhk;字余り;じꜛあꜜまり
nhk;地雨;じꜛあめ
nhk;幸せ;しꜛあわせ
nhk;幸せ者;しꜛあわせもの
nhk;思案;ꜛしꜜあん
nhk;シアン;ꜛしꜜあん
nhk;試案;しꜛあん
nhk;私案;しꜛあん
nhk;思案顔;しꜛあんが~お
nhk;椎;ꜛしꜜい
nhk;四囲;ꜛしꜜい
nhk;私意;ꜛしꜜい
nhk;思惟;ꜛしꜜい
nhk;恣意;ꜛしꜜい
nhk;紫衣;ꜛしꜜい
nhk;祖父;ꜛじꜜい
nhk;爺;ꜛじꜜい
nhk;祖父さん;ꜛじꜜいさん
nhk;爺さん;ꜛじꜜいさん
nhk;辞意;ꜛじꜜい
nhk;示威;ꜛじꜜい
nhk;自慰;ꜛじꜜい
nhk;侍医;ꜛじꜜい
nhk;シーエーティーブイ;しꜛいええてぃいぶꜜい
nhk;ジーエヌピー;じꜛいえぬぴꜜい
nhk;シーエム;しꜛいえむ
nhk;ＣＭ;しꜛいえむ
nhk;詩歌;ꜛしꜜいか
nhk;飼育;しꜛいく
nhk;シークレット;ꜛしꜜいくれっと
nhk;シーサイド;しꜛいさꜜいど
nhk;自意識;じꜛいꜜし*き
nhk;シーズン;ꜛしꜜいずん
nhk;シーズンオフ;しꜛいずんおꜜふ
nhk;シーソー;ꜛしꜜいそう
nhk;シーソーゲーム;しꜛいそうげꜜえむ
nhk;椎茸;ꜛしꜜいたけ
nhk;虐げる;しꜛいたげ~ꜜる
nhk;シーツ;ꜛしꜜいつ
nhk;強いて;ꜛしꜜいて
nhk;シーディー;しꜛいでぃꜜい
nhk;シーティースキャン;しꜛいてぃいす*ꜜきゃん
nhk;シーティースキャン;しꜛいてぃいす*きゃꜜん
nhk;シーディーロム;しꜛいでぃいろꜜむ
nhk;し意的;しꜛいてき
nhk;恣意的;しꜛいてき
nhk;シート;ꜛしꜜいと
nhk;シード;ꜛしꜜいど
nhk;シートノック;しꜛいとのꜜっく
nhk;シートベルト;しꜛいとべꜜると
nhk;粃;しꜛいな
nhk;しいの木;ꜛしꜜいのき
nhk;椎の木;ꜛしꜜいのき
nhk;しいの実;ꜛしꜜいのみ
nhk;椎の実;ꜛしꜜいのみ
nhk;シーハイル;しꜛいはꜜいる
nhk;ジーパン;じꜛいぱん
nhk;シーフード;しꜛいふꜜうど
nhk;シームレス;ꜛしꜜいむれす
nhk;Gメン;ꜛじꜜいめん
nhk;Ｇメン;ꜛじꜜいめん
nhk;爺や;じꜛいやꜜ
nhk;爺や;ꜛじꜜいや
nhk;シーラカンス;しꜛいらかꜜんす
nhk;シーラカンス;ꜛしꜜいらかんす
nhk;シーリング;しꜛいりんぐ~
nhk;シーリング;ꜛしꜜいりんぐ~
nhk;シール;ꜛしꜜいる
nhk;強いる;しꜛいꜜる
nhk;誣いる;しꜛいꜜる
nhk;シールド;ꜛしꜜいるど
nhk;シールド;しꜛいるど
nhk;仕入れ;しꜛいれ
nhk;シーレーン;しꜛいれꜜえん
nhk;仕入れ値;しꜛいれꜜね
nhk;仕入れ値段;しꜛいれねꜜだん
nhk;仕入れる;しꜛいれꜜる
nhk;地色;じꜛいろ
nhk;シーン;ꜛしꜜいん
nhk;死因;しꜛいん
nhk;子音;しꜛいん
nhk;私印;しꜛいん
nhk;試飲;しꜛいん
nhk;寺院;ꜛじꜜいん
nhk;ジーンズ;ꜛじꜜいんず
nhk;慈雨;ꜛじꜜう
nhk;地唄;じꜛうた
nhk;地謡;じꜛうꜜたい
nhk;地謡座;じꜛうたいざ
nhk;地唄舞;じꜛうたꜜまい
nhk;地唄舞;じꜛうたまい
nhk;仕打ち;しꜛうち
nhk;紫雲;しꜛうん
nhk;紫雲;ꜛしꜜうん
nhk;試運転;しꜛうꜜんてん
nhk;紫衣;ꜛしꜜえ
nhk;シェア;ꜛしぇꜜあ
nhk;市営;しꜛえい
nhk;私営;しꜛえい
nhk;自衛;じꜛえい
nhk;自営;じꜛえい
nhk;自衛官;じꜛえꜜいかん
nhk;自衛艦;じꜛえꜜいかん
nhk;自衛艦;じꜛえいかん
nhk;自衛権;じꜛえꜜいけん
nhk;自衛策;じꜛえꜜいさく
nhk;自衛隊;じꜛえいたい
nhk;シェイプアップ;しぇꜛいぷあꜜっぷ
nhk;ジェーアール;じぇꜛえあꜜある
nhk;ＪＲ;じぇꜛえあꜜある
nhk;シェーカー;ꜛしぇꜜえかあ
nhk;シェーク;ꜛしぇꜜえく
nhk;シェーバー;ꜛしぇꜜえばあ
nhk;シェービングクリーム;しぇꜛえびんぐ~くりꜜいむ
nhk;ジェーリーグ;じぇꜛえりꜜいぐ
nhk;Ｊリーグ;じぇꜛえりꜜいぐ
nhk;私益;しꜛえき
nhk;使役;しꜛえき
nhk;私益;ꜛしꜜえき
nhk;使役;ꜛしꜜえき
nhk;ジェスチャー;ꜛじぇꜜす*ちゃあ
nhk;ジェット;ꜛじぇꜜっと
nhk;ジェット機;じぇꜛっとꜜき
nhk;ジェット気流;じぇꜛっときꜜりゅう
nhk;ジェットコースター;じぇꜛっとこꜜうす*たあ
nhk;ジェネレーション;じぇꜛねれꜜえしょん
nhk;シェパード;しぇꜛぱꜜあど
nhk;シェパード;ꜛしぇꜜぱあど
nhk;シェフ;ꜛしぇꜜふ
nhk;ジェラシー;ꜛじぇꜜらしい
nhk;シェラック;しぇꜛらꜜっく
nhk;シェリー酒;しぇꜛりꜜいしゅ
nhk;シェルター;ꜛしぇꜜるたあ
nhk;シェルパ;ꜛしぇꜜるぱ
nhk;私えん;しꜛえん
nhk;私怨;しꜛえん
nhk;試演;しꜛえん
nhk;支援;しꜛえん
nhk;紫煙;しꜛえん
nhk;支援;ꜛしꜜえん
nhk;紫煙;ꜛしꜜえん
nhk;自演;じꜛえん
nhk;ジェンダー;ꜛじぇꜜんだあ
nhk;ジェントルマン;ꜛじぇꜜんとるまん
nhk;塩;しꜛおꜜ
nhk;潮;しꜛおꜜ
nhk;機会;しꜛおꜜ
nhk;潮合い;しꜛおあい
nhk;潮合い;しꜛおあꜜい
nhk;塩味;しꜛおꜜあじ
nhk;塩あゆ;しꜛおあꜜゆ
nhk;塩鮎;しꜛおあꜜゆ
nhk;塩あゆ;しꜛおあゆ
nhk;塩鮎;しꜛおあゆ
nhk;塩あん;しꜛおあん
nhk;塩あん;しꜛおꜜあん
nhk;塩あんばい;しꜛおあꜜんばい
nhk;塩塩梅;しꜛおあꜜんばい
nhk;塩いわし;しꜛおいꜜわし
nhk;塩鰯;しꜛおいꜜわし
nhk;為果る;しꜛおうせꜜる
nhk;為果る;しꜛおおせꜜる
nhk;潮貝;しꜛおꜜが~い
nhk;塩加減;しꜛおかꜜげ~ん
nhk;潮がしら;しꜛおが~ꜜしら
nhk;潮頭;しꜛおが~ꜜしら
nhk;潮風;しꜛおꜜかぜ
nhk;塩がま;しꜛおꜜが~ま
nhk;塩釜;しꜛおꜜが~ま
nhk;塩がま;しꜛおが~ま
nhk;塩釜;しꜛおが~ま
nhk;塩辛;しꜛおから
nhk;塩辛;しꜛおかꜜら
nhk;塩辛;しꜛおからꜜ
nhk;塩辛い;しꜛおからꜜい
nhk;塩辛声;しꜛおからご~ꜜえ
nhk;塩辛とんぼ;しꜛおからとꜜんぼ
nhk;仕置き;しꜛおき
nhk;仕置き場;しꜛおきば
nhk;潮くみ;しꜛおくꜜみ
nhk;潮汲み;しꜛおくꜜみ
nhk;潮くみ;しꜛおくみꜜ
nhk;潮汲み;しꜛおくみꜜ
nhk;仕送り;しꜛおくり
nhk;塩気;しꜛおけꜜ
nhk;潮気;しꜛおけꜜ
nhk;潮煙;しꜛおけꜜむり
nhk;塩こしょう;しꜛおこꜜしょう
nhk;塩胡椒;しꜛおこꜜしょう
nhk;潮さい;しꜛおさい
nhk;潮騒;しꜛおさい
nhk;潮ざい;しꜛおざい
nhk;潮騒;しꜛおざい
nhk;潮境;しꜛおざꜜかい
nhk;塩魚;しꜛおざꜜかな
nhk;潮先;しꜛおさき
nhk;潮先;しꜛおさきꜜ
nhk;塩ざけ;しꜛおざꜜけ
nhk;塩鮭;しꜛおざꜜけ
nhk;塩さば;しꜛおꜜさば
nhk;塩さば;しꜛおさば
nhk;仕納め;しꜛおさめ
nhk;塩沢;しꜛおざわ
nhk;潮路;しꜛおじ
nhk;潮路;しꜛおꜜじ
nhk;しおしおと;ꜛしꜜおしおと
nhk;しおしおと;しꜛおしꜜおと
nhk;潮じみる;しꜛおじみꜜる
nhk;潮染みる;しꜛおじみꜜる
nhk;塩じゃけ;しꜛおじゃꜜけ
nhk;塩鮭;しꜛおじゃꜜけ
nhk;塩漬け;しꜛおずけ
nhk;塩漬け;しꜛおづけ
nhk;塩漬け;しꜛおずけꜜ
nhk;塩漬け;しꜛおづけꜜ
nhk;塩瀬;ꜛしꜜおぜ
nhk;塩せんべい;しꜛおせꜜんべい
nhk;塩出し;しꜛおだし
nhk;塩出し;しꜛおだしꜜ
nhk;塩断ち;しꜛおだち
nhk;塩断ち;しꜛおだちꜜ
nhk;潮だまり;しꜛおだꜜまり
nhk;塩だら;しꜛおだꜜら
nhk;塩鱈;しꜛおだꜜら
nhk;潮垂れる;しꜛおたれる
nhk;潮垂れる;しꜛおたれꜜる
nhk;潮時;しꜛおどき
nhk;潮時;しꜛおどきꜜ
nhk;潮鳴り;しꜛおなり
nhk;塩煮;しꜛおにꜜ
nhk;塩にしん;しꜛおにꜜしん
nhk;塩花;しꜛおꜜばな
nhk;塩花;しꜛおばな
nhk;潮干狩り;しꜛおひꜜが~り
nhk;塩引き;しꜛおびき
nhk;塩引き;しꜛおびきꜜ
nhk;潮吹き貝;しꜛおふ*きꜜが~い
nhk;塩ぶり;しꜛおぶꜜり
nhk;塩鰤;しꜛおぶꜜり
nhk;潮待ち;しꜛおまちꜜ
nhk;潮待ち;しꜛおまち
nhk;潮招き;しꜛおまꜜねき
nhk;塩豆;しꜛおꜜまめ
nhk;塩水;しꜛおꜜみず
nhk;潮目;しꜛおめꜜ
nhk;潮目;しꜛおめ
nhk;塩物;しꜛおꜜもの
nhk;塩もみ;しꜛおもみ
nhk;塩もみ;しꜛおもみꜜ
nhk;塩焼き;しꜛおやき
nhk;塩焼き;しꜛおやきꜜ
nhk;潮焼け;しꜛおやけ
nhk;潮焼け;しꜛおやけꜜ
nhk;塩湯;しꜛおꜜゆ
nhk;しおらしい;しꜛおらしꜜい
nhk;ジオラマ;じꜛおらま
nhk;枝折;しꜛおり
nhk;栞;しꜛおり
nhk;しおり戸;しꜛおりꜜど
nhk;しおり門;しꜛおりꜜもん
nhk;萎れる;しꜛおれる
nhk;師恩;ꜛしꜜおん
nhk;四恩;ꜛしꜜおん
nhk;紫苑;ꜛしꜜおん
nhk;師恩;しꜛおん
nhk;四恩;しꜛおん
nhk;紫苑;しꜛおん
nhk;字音;じꜛおん
nhk;史家;ꜛしꜜか
nhk;市価;ꜛしꜜか
nhk;歯科;ꜛしꜜか
nhk;史家;しꜛかꜜ
